loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
207047,High Value Loyalists,7.336733777529455e-05,Low Risk,1.0,7,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4518.78,89.38
207110,Frequent Redeemers,0.04637017088882982,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3136.43,61.73
207195,Frequent Redeemers,0.008595367700749743,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5461.55,108.23
207220,Seasonal Travelers,0.0017084786255614486,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6661.74,132.23
207372,Dormant Members,0.0029922837910323105,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4383.15,86.66
207453,Frequent Redeemers,0.0041613507875552,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2842.27,55.85
207484,High Value Loyalists,0.999775877136475,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8496.06,2498.82
207492,Seasonal Travelers,0.0006249329845072092,Low Risk,1.0,42,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8936.37,177.73
207500,Seasonal Travelers,0.04643448467244118,Low Risk,0.0,51,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11726.19,233.52
207543,Frequent Redeemers,0.002120291970847802,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,22951.89,458.04
207576,Seasonal Travelers,4.156895751414671e-05,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6862.51,136.25
207821,Dormant Members,0.03563660564765188,Low Risk,0.0,21,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2342.01,45.84
207860,Dormant Members,0.9734371997085102,High Risk,6.0,18,6,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6919.02,2025.71
207865,Frequent Redeemers,0.01658425183467538,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3600.93,71.02
208234,Frequent Redeemers,0.0001013955067871181,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7281.25,144.62
208241,High Value Loyalists,0.0051959935248609,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3576.71,70.53
208256,Frequent Redeemers,0.004179751471410423,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2938.08,57.76
208323,Dormant Members,0.15541521315978454,Low Risk,3.0,27,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2523.96,49.48
208329,Seasonal Travelers,0.00840372660637163,Low Risk,1.0,49,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7317.01,145.34
208368,Frequent Redeemers,0.05086885650488438,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5838.9,115.78
208375,Dormant Members,0.043065463636207967,Low Risk,1.0,14,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6832.13,135.64
208485,Seasonal Travelers,0.23980851562718683,Low Risk,2.0,57,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2580.85,50.62
208517,Dormant Members,0.35577154698759056,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12362.09,246.24
208553,Frequent Redeemers,0.0005163849588545385,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8954.43,178.09
208584,Frequent Redeemers,0.00122856668287941,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9238.31,183.77
208585,High Value Loyalists,0.9999670362168487,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,3761.79,1078.54
208586,Dormant Members,0.00018274919864222906,Low Risk,0.0,21,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2454.36,48.09
208630,High Value Loyalists,0.999932122760678,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5229.99,1519.0
208634,Frequent Redeemers,0.0007820983621228527,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5385.85,106.72
208649,Dormant Members,0.25505109008127025,Low Risk,3.0,32,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3491.74,68.83
208668,High Value Loyalists,0.00020884860746015705,Low Risk,1.0,1,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7013.44,139.27
208787,Seasonal Travelers,0.20551098742122131,Low Risk,3.0,43,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9388.98,186.78
208940,Seasonal Travelers,0.0035537800334843983,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10808.07,215.16
208961,Seasonal Travelers,0.9060068614880805,High Risk,0.0,51,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,17793.61,5288.08
208967,Seasonal Travelers,0.00024237731067725004,Low Risk,0.0,53,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8534.79,169.7
209021,Frequent Redeemers,0.0036832634247938294,Low Risk,1.0,32,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5143.65,101.87
209022,Frequent Redeemers,0.010670363823235317,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8052.24,160.04
209058,Dormant Members,0.01239050901631223,Low Risk,0.0,23,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2359.42,46.19
209102,Frequent Redeemers,0.003159683142121371,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,16373.73,326.47
209107,High Value Loyalists,0.9999815551247867,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,10049.29,2964.79
209134,Dormant Members,0.00011097143620093162,Low Risk,0.0,15,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3781.45,74.63
209172,Frequent Redeemers,0.0016327016440159125,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5504.14,109.08
209249,Dormant Members,0.00938371799244861,Low Risk,2.0,29,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11315.2,225.3
209357,Seasonal Travelers,0.0035119663287969745,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4759.62,94.19
209405,Frequent Redeemers,0.000994854606428233,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7869.43,156.39
209675,Dormant Members,0.32146453971616323,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5046.89,99.94
209729,Seasonal Travelers,0.0027781269323186204,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2248.45,43.97
209787,Frequent Redeemers,0.0005219035198831401,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15814.75,315.3
209831,Dormant Members,0.15014727904334096,Low Risk,2.0,27,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7663.51,152.27
209846,High Value Loyalists,0.9998719833086649,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,16236.48,4820.94
209850,High Value Loyalists,6.186318891888683e-06,Low Risk,0.0,10,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7873.71,156.47
209886,Seasonal Travelers,0.020646930780659017,Low Risk,1.0,54,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8742.06,173.84
209994,Seasonal Travelers,0.00886434588881279,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14741.76,293.84
210100,High Value Loyalists,2.5708675975949788e-05,Low Risk,0.0,5,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,27789.69,554.79
210148,At Risk Premium,0.9993831959351737,High Risk,21.0,5,21,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4383.75,1065.94
210205,Frequent Redeemers,0.0026383829837152853,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8692.64,172.85
210226,Frequent Redeemers,0.013387973301893697,Low Risk,2.0,36,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10852.96,216.06
210236,Frequent Redeemers,0.26178375461053227,Low Risk,3.0,31,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9159.01,182.18
210247,High Value Loyalists,0.025574316773345894,Low Risk,0.0,13,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5054.78,100.1
210291,Frequent Redeemers,0.006984300002953262,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,40132.01,801.64
210298,Seasonal Travelers,0.0625917760390991,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7494.09,148.88
210339,Frequent Redeemers,0.011264450902903088,Low Risk,1.0,36,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5775.52,114.51
210385,Dormant Members,0.8377249680950879,High Risk,0.0,21,0,0,Earn 3x Miles for Next 30 Days,App Notification + Email,Immediate,Boost frequency among moderate flyers,12,0.1,mileage_bonus,3209.66,308.97
210416,Seasonal Travelers,0.007865560608679918,Low Risk,1.0,47,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3402.39,67.05
210442,Dormant Members,0.5176459725642777,Medium Risk,1.0,18,1,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5762.47,1410.62
210485,High Value Loyalists,0.9999464230118766,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,2796.8,789.04
210498,Frequent Redeemers,0.0005912491911855202,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9934.87,197.7
210630,Seasonal Travelers,0.017573714129485794,Low Risk,1.0,46,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4922.17,97.44
210647,Seasonal Travelers,0.0030698895806446818,Low Risk,1.0,43,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2913.32,57.27
210725,Frequent Redeemers,0.00036488270848167005,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,25253.1,504.06
210734,Frequent Redeemers,0.010942884746952037,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8512.13,169.24
210746,High Value Loyalists,0.9998849811939294,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4869.28,1410.78
210752,Dormant Members,0.016859655396940076,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4637.03,91.74
210755,Seasonal Travelers,0.007883149803128148,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21423.64,427.47
210761,Dormant Members,0.0037918747170523556,Low Risk,1.0,16,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11084.61,220.69
210770,Frequent Redeemers,0.0032208915055144745,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5482.55,108.65
210815,Dormant Members,0.002881340889948665,Low Risk,0.0,22,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,27580.55,550.61
210835,Frequent Redeemers,0.010899027448802657,Low Risk,1.0,43,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2446.91,47.94
210870,Dormant Members,0.2928410320571228,Low Risk,2.0,21,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8385.25,166.7
210910,Frequent Redeemers,0.0012971722140087696,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7974.39,158.49
211030,Dormant Members,0.00026148114739213174,Low Risk,0.0,24,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12298.69,244.97
211043,Seasonal Travelers,0.0030828344521917615,Low Risk,1.0,50,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4566.12,90.32
211058,Seasonal Travelers,0.08313891292210696,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14718.12,293.36
211083,Frequent Redeemers,0.007522392873700094,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4916.48,97.33
211217,Dormant Members,0.05266023186865236,Low Risk,1.0,30,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3857.77,76.16
211475,Dormant Members,0.026696283987229685,Low Risk,0.0,16,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2764.8,54.3
211524,Dormant Members,0.0002979115064464517,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6803.6,135.07
211549,Seasonal Travelers,0.006690184010852065,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2199.62,42.99
211575,Dormant Members,0.00029424928529389637,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5331.82,105.64
